Brand,Model,Fuel_Type,Mileage
Renault,Duster,Diesel,26.1
Toyota,Innova,Petrol,13.6
Renault,Lodgy,Diesel,10.2
Renault,Triber,CNG,29.0
Mahindra,XUV300,Petrol,23.9
Toyota,Innova,CNG,12.4
Volkswagen,Vento,Electric,10.7
Toyota,Urban Cruiser,Petrol,17.3
Maruti Suzuki,WagonR,Diesel,28.9
Mahindra,XUV700,Electric,18.7
Skoda,Superb,Diesel,11.8
Maruti Suzuki,WagonR,CNG,26.8
Tata Motors,Harrier,CNG,22.1
Honda,Civic,Electric,28.2
Maruti Suzuki,Ertiga,Electric,12.2
Skoda,Superb,Electric,17.1
Mahindra,Scorpio,Diesel,27.6
Tata Motors,Nexon,Diesel,23.9
Hyundai,Verna,CNG,16.6
Mahindra,Thar,Petrol,10.7
Honda,Jazz,CNG,26.8
Tata Motors,Harrier,Petrol,22.3
Hyundai,Verna,Petrol,15.8
Maruti Suzuki,Baleno,CNG,21.1
Toyota,Glanza,Petrol,10.9
Tata Motors,Punch,Electric,20.0
Kia,Sonet,Petrol,11.2
Renault,Lodgy,Diesel,29.8
Kia,Seltos,Diesel,11.2
Renault,Kwid,CNG,12.7
Hyundai,Creta,Diesel,19.4
Maruti Suzuki,Swift,CNG,14.9
Renault,Kiger,Petrol,21.5
Volkswagen,Vento,Electric,12.0
Volkswagen,Taigun,CNG,16.1
Renault,Kwid,Diesel,19.0
Mahindra,Scorpio,Electric,28.0
Kia,Seltos,Petrol,17.7
Toyota,Innova,Diesel,20.2
Tata Motors,Punch,Diesel,18.4
Mahindra,XUV700,CNG,29.2
Toyota,Innova,Electric,24.8
Volkswagen,Polo,CNG,19.4
Hyundai,i10,CNG,13.0
Renault,Lodgy,Petrol,23.0
Skoda,Kushaq,Petrol,11.2
Toyota,Camry,Electric,22.4
Renault,Kwid,Electric,21.1
Mahindra,Scorpio,Petrol,29.1
Kia,Seltos,Petrol,12.7
Honda,Jazz,Petrol,29.4
Renault,Lodgy,CNG,18.8
Kia,Carnival,CNG,21.4
Maruti Suzuki,Swift,Diesel,25.4
Toyota,Camry,Diesel,26.7
Maruti Suzuki,Dzire,Diesel,17.6
Honda,Civic,CNG,16.1
Mahindra,Bolero,Electric,10.8
Maruti Suzuki,Baleno,CNG,22.1
Tata Motors,Harrier,CNG,26.7
Renault,Kwid,Electric,23.0
Hyundai,Creta,CNG,15.9
Volkswagen,Vento,Diesel,15.6
Toyota,Fortuner,Electric,13.0
Tata Motors,Punch,Petrol,10.0
Renault,Lodgy,Petrol,19.9
Kia,Carnival,CNG,14.1
Kia,Seltos,Diesel,17.6
Tata Motors,Harrier,Diesel,16.2
Kia,Carens,Petrol,24.0
Renault,Duster,Electric,10.5
Toyota,Glanza,Diesel,25.4
Tata Motors,Punch,CNG,22.2
Volkswagen,Virtus,Electric,14.0
Honda,Civic,Electric,11.2
Renault,Lodgy,Petrol,28.3
Mahindra,XUV300,CNG,18.6
Mahindra,Thar,Petrol,11.9
Honda,Amaze,Electric,14.4
Skoda,Superb,Electric,26.4
Honda,City,Petrol,18.2
Mahindra,Scorpio,CNG,19.9
Mahindra,Thar,Electric,29.8
Renault,Kwid,Diesel,22.2
Kia,Seltos,Petrol,24.3
Volkswagen,Tiguan,Petrol,23.6
Maruti Suzuki,Dzire,CNG,14.7
Toyota,Urban Cruiser,Diesel,21.7
Kia,Carens,Petrol,29.1
Honda,City,CNG,28.8
Renault,Kiger,CNG,10.8
Toyota,Camry,Electric,28.2
Tata Motors,Punch,Electric,10.9
Maruti Suzuki,Dzire,Petrol,22.6
Hyundai,Creta,Petrol,25.5
Kia,Sonet,Diesel,14.7
Hyundai,Creta,Diesel,10.1
Hyundai,i20,Petrol,11.3
Toyota,Innova,Petrol,21.9
Maruti Suzuki,Swift,CNG,24.0
Honda,Amaze,Petrol,29.6
Toyota,Urban Cruiser,CNG,15.4
Mahindra,Scorpio,Electric,12.2
Volkswagen,Tiguan,Petrol,22.0
Kia,Carnival,Diesel,15.2
Skoda,Kushaq,Electric,11.1
Skoda,Superb,Diesel,18.0
Tata Motors,Altroz,CNG,28.1
Mahindra,Bolero,Electric,20.1
Skoda,Kushaq,CNG,22.0
Mahindra,XUV300,Electric,20.6
Renault,Kwid,Petrol,29.0
Renault,Triber,Petrol,11.4
Renault,Lodgy,CNG,21.1
Honda,WR-V,Electric,13.6
Kia,Sonet,Diesel,18.3
Mahindra,Thar,CNG,17.6
Hyundai,Creta,Diesel,24.5
Toyota,Urban Cruiser,Electric,25.7
Hyundai,i20,Electric,16.0
Mahindra,Bolero,Petrol,29.7
Hyundai,Verna,CNG,18.6
Honda,Jazz,Petrol,18.1
Mahindra,Bolero,Petrol,13.1
Tata Motors,Harrier,CNG,16.1
Maruti Suzuki,Swift,Diesel,16.7
Skoda,Rapid,Petrol,10.6
Maruti Suzuki,Swift,Petrol,25.8
Volkswagen,Tiguan,Electric,21.9
Toyota,Camry,Diesel,23.9
Tata Motors,Harrier,Electric,23.9
Maruti Suzuki,WagonR,Petrol,19.5
Skoda,Superb,Petrol,25.9
Skoda,Superb,Diesel,29.2
Mahindra,Thar,Electric,28.8
Skoda,Kushaq,Electric,24.1
Toyota,Innova,Diesel,29.4
Tata Motors,Altroz,CNG,24.7
Maruti Suzuki,WagonR,Electric,17.1
Toyota,Innova,CNG,11.1
Tata Motors,Harrier,Diesel,26.0
Volkswagen,Virtus,Petrol,16.2
Honda,City,Petrol,28.0
Renault,Kiger,Diesel,28.7
Mahindra,Scorpio,CNG,25.6
Kia,Seltos,Electric,17.6
Toyota,Glanza,Electric,25.4
Mahindra,Thar,CNG,19.7
Volkswagen,Taigun,Electric,16.7
Kia,Seltos,Diesel,28.5
Renault,Kwid,Diesel,27.0
Tata Motors,Nexon,CNG,14.9
Tata Motors,Nexon,Electric,19.3
Renault,Kiger,Electric,13.4
Tata Motors,Punch,Petrol,24.3
Tata Motors,Punch,Electric,13.7
Mahindra,Bolero,CNG,23.1
Toyota,Fortuner,CNG,18.2
Volkswagen,Tiguan,Diesel,28.4
Maruti Suzuki,Swift,Electric,25.0
Maruti Suzuki,Ertiga,Petrol,14.7
Mahindra,Thar,Electric,19.1
Hyundai,i20,Diesel,22.5
Honda,WR-V,CNG,25.1
Toyota,Camry,Diesel,21.5
Skoda,Slavia,Diesel,15.5
Mahindra,Bolero,Diesel,10.1
Renault,Kwid,Electric,27.3
Maruti Suzuki,WagonR,CNG,16.6
Toyota,Innova,Diesel,26.7
Honda,Amaze,CNG,10.4
Skoda,Octavia,Petrol,14.7
Kia,Sonet,CNG,13.9
Kia,EV6,Diesel,28.5
Renault,Duster,Diesel,20.6
Hyundai,Creta,CNG,11.8
Volkswagen,Polo,Electric,21.9
Kia,Sonet,Electric,16.0
Kia,Carnival,Electric,13.9
Skoda,Octavia,Electric,24.2
Mahindra,Scorpio,Petrol,27.0
Renault,Duster,Petrol,19.4
Volkswagen,Taigun,Petrol,19.3
Skoda,Octavia,Petrol,11.1
Honda,Jazz,Electric,26.2
Hyundai,i10,CNG,22.3
Honda,Civic,CNG,24.8
Kia,EV6,CNG,22.0
Toyota,Camry,Diesel,24.7
Mahindra,XUV300,CNG,17.4
Maruti Suzuki,Dzire,Diesel,25.7
Hyundai,i10,Diesel,20.2
Honda,City,CNG,10.7
Honda,Amaze,Petrol,13.0
Renault,Duster,Electric,16.2
Kia,Carens,CNG,27.2
Volkswagen,Virtus,CNG,15.2
Hyundai,Verna,CNG,28.4
Renault,Kiger,Diesel,11.8
Honda,Amaze,Petrol,27.8
Volkswagen,Virtus,Electric,26.9
Honda,City,Electric,17.0
Toyota,Innova,CNG,26.3
Renault,Duster,Electric,17.0
Skoda,Superb,Electric,28.6
Tata Motors,Punch,CNG,20.8
Tata Motors,Tiago,Diesel,22.0
Honda,Amaze,Electric,15.6
Toyota,Glanza,CNG,19.6
Hyundai,Creta,Diesel,16.2
Hyundai,i20,Electric,18.4
Kia,EV6,CNG,12.5
Skoda,Kushaq,CNG,12.5
Skoda,Octavia,Petrol,24.3
Skoda,Slavia,Petrol,21.0
Tata Motors,Harrier,CNG,11.9
Hyundai,Verna,Petrol,27.0
Renault,Kiger,Diesel,10.3
Honda,WR-V,Electric,26.0
Tata Motors,Nexon,Petrol,28.5
Honda,WR-V,CNG,16.4
Renault,Triber,Diesel,21.5
Toyota,Fortuner,Petrol,22.3
Maruti Suzuki,Baleno,Diesel,24.8
Maruti Suzuki,WagonR,CNG,25.1
Hyundai,Venue,Diesel,27.2
Renault,Kwid,CNG,25.0
Renault,Kiger,Electric,26.3
Mahindra,XUV300,Electric,19.8
Toyota,Camry,Electric,10.8
Skoda,Superb,Petrol,15.3
Kia,Carens,CNG,29.2
Honda,WR-V,Diesel,28.6
Kia,EV6,Diesel,23.0
Renault,Lodgy,Diesel,18.2
Skoda,Octavia,Electric,27.6
Hyundai,i20,CNG,17.3
Honda,Civic,Electric,18.8
Renault,Kwid,Diesel,19.8
Skoda,Kushaq,CNG,19.5
Honda,Amaze,Diesel,12.7
Kia,Carnival,Petrol,29.6
Mahindra,XUV300,Diesel,20.4
Honda,Civic,Petrol,14.8
Hyundai,i10,Petrol,17.3
Kia,Carnival,Electric,23.1
Volkswagen,Virtus,CNG,20.2
Tata Motors,Nexon,Petrol,19.7
Volkswagen,Polo,Petrol,14.1
Kia,EV6,Diesel,12.0
Mahindra,Scorpio,CNG,29.9
Volkswagen,Polo,CNG,11.5
Kia,EV6,CNG,20.8
Honda,Civic,Electric,13.6
Maruti Suzuki,Swift,Electric,21.6
Renault,Triber,Diesel,12.3
Honda,Jazz,CNG,15.3
Honda,WR-V,Electric,18.8
Mahindra,Thar,CNG,28.3
Toyota,Fortuner,CNG,23.6
Honda,Jazz,Petrol,10.8
Hyundai,i20,Electric,22.1
Skoda,Rapid,Petrol,14.1
Renault,Kwid,Diesel,15.6
Mahindra,XUV300,Electric,23.2
Honda,Jazz,Electric,19.7
Tata Motors,Punch,Diesel,26.1
Renault,Duster,Diesel,24.7
Renault,Duster,CNG,12.5
Honda,Amaze,CNG,24.6
Tata Motors,Tiago,Electric,19.7
Renault,Kiger,Diesel,20.4
Volkswagen,Taigun,Petrol,16.1
Kia,Seltos,Petrol,17.6
Maruti Suzuki,Baleno,Petrol,18.6
Volkswagen,Polo,Petrol,27.7
Skoda,Rapid,Electric,12.3
Volkswagen,Polo,Petrol,28.7
Renault,Kwid,Electric,22.8
Hyundai,i10,CNG,23.4
Toyota,Innova,Diesel,10.0
Tata Motors,Tiago,CNG,12.3
Kia,Carnival,Diesel,22.5
Toyota,Innova,Diesel,13.5
Kia,Sonet,Diesel,12.3
Maruti Suzuki,Dzire,Petrol,28.8
Volkswagen,Taigun,Petrol,19.4
Maruti Suzuki,Swift,Diesel,13.3
Kia,Seltos,CNG,26.9
Hyundai,i10,Electric,29.5
Honda,Amaze,Petrol,17.6
Skoda,Kushaq,CNG,12.0
Kia,Carens,CNG,25.4
Honda,Civic,Electric,18.0
Renault,Lodgy,Petrol,22.2
Hyundai,Creta,CNG,13.7
Honda,Amaze,CNG,29.1
Mahindra,Thar,Diesel,16.1
Hyundai,Venue,Electric,20.4
Toyota,Urban Cruiser,Electric,19.8
Kia,Carens,Electric,26.1
Maruti Suzuki,WagonR,Electric,15.5
Skoda,Slavia,Electric,16.9
Honda,WR-V,Petrol,26.1
Skoda,Slavia,Diesel,27.5
Toyota,Glanza,Petrol,17.9
Mahindra,XUV300,Petrol,28.5
Hyundai,Venue,Petrol,12.1
Tata Motors,Nexon,CNG,21.9
Kia,Seltos,Diesel,12.4
Volkswagen,Vento,Electric,18.5
Kia,Sonet,Electric,18.1
Renault,Lodgy,Petrol,14.6
Skoda,Octavia,Diesel,14.8
Kia,Seltos,Electric,12.4
Mahindra,Thar,Diesel,26.7
Volkswagen,Polo,Petrol,24.1
Volkswagen,Virtus,Diesel,15.8
Hyundai,Venue,CNG,24.2
Kia,Carnival,CNG,12.7
Kia,Carnival,Electric,21.3
Mahindra,XUV700,Diesel,10.9
Mahindra,Bolero,Diesel,19.9
Maruti Suzuki,Swift,Petrol,22.1
Toyota,Fortuner,Electric,13.1
Mahindra,Scorpio,Electric,16.4
Renault,Duster,Petrol,25.5
Maruti Suzuki,Baleno,Diesel,27.6
Honda,Civic,Petrol,20.8
Volkswagen,Polo,Diesel,29.9
Toyota,Urban Cruiser,Diesel,24.7
Mahindra,Thar,CNG,28.2
Hyundai,i20,Diesel,23.7
Maruti Suzuki,Ertiga,Diesel,10.8
Maruti Suzuki,Ertiga,Diesel,24.9
Skoda,Octavia,Petrol,15.5
Tata Motors,Harrier,Electric,14.3
Hyundai,i10,Diesel,28.6
Mahindra,XUV700,Diesel,11.4
Tata Motors,Nexon,CNG,12.0
Renault,Triber,Diesel,16.8
Honda,Civic,CNG,20.9
Volkswagen,Virtus,CNG,28.9
Mahindra,Thar,CNG,11.1
Honda,Civic,Electric,12.4
Volkswagen,Tiguan,Diesel,24.8
Mahindra,XUV300,CNG,15.0
Maruti Suzuki,Dzire,Petrol,13.4
Toyota,Urban Cruiser,Diesel,28.4
Tata Motors,Tiago,Electric,13.2
Honda,Jazz,CNG,18.9
Hyundai,Venue,CNG,17.3
Skoda,Superb,Electric,14.5
Renault,Duster,Diesel,20.6
Honda,Amaze,Diesel,13.9
Toyota,Urban Cruiser,Petrol,12.4
Tata Motors,Tiago,Petrol,16.3
Toyota,Urban Cruiser,Diesel,22.9
Hyundai,i10,CNG,23.3
Tata Motors,Tiago,Diesel,14.6
Skoda,Kushaq,Petrol,19.9
Hyundai,Verna,Diesel,24.1
Toyota,Glanza,Petrol,13.5
Volkswagen,Polo,Diesel,15.1
Tata Motors,Tiago,CNG,25.9
Hyundai,i20,Petrol,14.5
Maruti Suzuki,Swift,Diesel,12.2
Mahindra,Scorpio,CNG,24.3
Skoda,Rapid,CNG,22.3
Volkswagen,Tiguan,Petrol,19.4
Hyundai,Creta,Electric,11.4
Hyundai,i10,Electric,14.7
Mahindra,Thar,Diesel,20.7
Kia,Seltos,CNG,24.6
Maruti Suzuki,Dzire,Electric,22.4
Maruti Suzuki,Baleno,CNG,13.1
Kia,Carnival,Diesel,17.5
Mahindra,Thar,Electric,13.7
Honda,Amaze,Diesel,14.1
Renault,Triber,Electric,12.1
Kia,Carens,Diesel,15.6
Honda,City,Electric,17.9
Honda,Jazz,Petrol,12.9
Toyota,Fortuner,Diesel,27.4
Toyota,Fortuner,Petrol,10.3
Skoda,Slavia,Diesel,19.7
Hyundai,Creta,Petrol,21.1
Tata Motors,Punch,Petrol,13.7
Skoda,Rapid,CNG,26.6
Renault,Triber,CNG,20.3
Volkswagen,Taigun,Petrol,11.1
Kia,Sonet,Diesel,10.8
Kia,Sonet,Diesel,18.5
Maruti Suzuki,Baleno,Diesel,14.6
Skoda,Slavia,Electric,28.2
Toyota,Camry,Diesel,23.6
Volkswagen,Taigun,Petrol,25.3
Mahindra,XUV700,Petrol,23.4
Honda,Jazz,CNG,27.1
Kia,Seltos,Diesel,27.7
Skoda,Rapid,Electric,25.2
Tata Motors,Harrier,Petrol,29.3
Renault,Kiger,Electric,29.7
Hyundai,Venue,CNG,20.5
Skoda,Rapid,Petrol,28.2
Kia,Seltos,Diesel,24.0
Honda,Civic,Electric,28.1
Skoda,Slavia,Diesel,26.9
Maruti Suzuki,Ertiga,Electric,14.6
Mahindra,XUV300,Electric,23.9
Renault,Triber,CNG,25.8
Toyota,Glanza,Electric,22.6
Renault,Duster,CNG,25.5
Renault,Kwid,Electric,24.6
Hyundai,Creta,CNG,29.2
Volkswagen,Tiguan,CNG,28.7
Renault,Triber,Diesel,17.8
Honda,Amaze,Diesel,29.7
Honda,Civic,Diesel,27.8
Renault,Kiger,Diesel,20.0
Maruti Suzuki,Dzire,Electric,16.5
Tata Motors,Tiago,Petrol,20.1
Honda,Civic,Electric,25.7
Volkswagen,Virtus,Electric,16.0
Tata Motors,Tiago,Diesel,13.2
Maruti Suzuki,WagonR,Diesel,14.0
Tata Motors,Tiago,Electric,23.2
Maruti Suzuki,WagonR,CNG,21.5
Renault,Duster,Diesel,17.3
Maruti Suzuki,Baleno,Petrol,11.0
Volkswagen,Taigun,Diesel,10.0
Volkswagen,Virtus,Diesel,14.7
Skoda,Kushaq,Petrol,15.8
Mahindra,XUV300,Petrol,24.0
Renault,Triber,Petrol,10.3
Mahindra,XUV700,Electric,23.2
Maruti Suzuki,Swift,CNG,19.5
Hyundai,i20,CNG,15.7
Mahindra,Bolero,Diesel,10.8
Mahindra,XUV700,Diesel,26.0
Kia,EV6,Electric,27.9
Kia,Carens,Petrol,15.0
Toyota,Camry,Petrol,22.8
Renault,Duster,Petrol,13.3
Kia,Seltos,Diesel,14.5
Maruti Suzuki,Dzire,Diesel,29.0
Volkswagen,Polo,Petrol,10.3
Volkswagen,Taigun,Electric,23.4
Maruti Suzuki,Swift,Diesel,24.6
Honda,Amaze,Electric,11.2
Volkswagen,Virtus,Petrol,12.1
Volkswagen,Taigun,Petrol,28.8
Honda,City,Diesel,16.5
Renault,Duster,Petrol,22.1
Maruti Suzuki,Dzire,CNG,29.7
Mahindra,Scorpio,Diesel,15.2
Tata Motors,Tiago,CNG,13.0
Maruti Suzuki,Swift,Electric,24.4
Kia,EV6,Electric,24.0
Toyota,Fortuner,Electric,17.3
Mahindra,Bolero,Diesel,14.3
Renault,Duster,Diesel,26.5
Volkswagen,Polo,Electric,18.3
Mahindra,XUV700,Electric,17.3
Tata Motors,Punch,Diesel,13.2
Hyundai,Creta,Electric,25.2
Renault,Duster,Electric,23.1
Toyota,Glanza,Petrol,24.2
Honda,Civic,CNG,13.6
Honda,WR-V,Diesel,19.5
Renault,Kiger,Diesel,27.0
Volkswagen,Virtus,Petrol,16.9
Volkswagen,Tiguan,Electric,20.2
Maruti Suzuki,WagonR,CNG,11.7
Toyota,Camry,CNG,22.3
Volkswagen,Virtus,Diesel,18.3
Volkswagen,Virtus,Petrol,14.4
Hyundai,Venue,Petrol,29.1
Toyota,Urban Cruiser,Diesel,25.4
Hyundai,Venue,CNG,27.7
Volkswagen,Vento,CNG,15.4
Skoda,Kushaq,Petrol,20.8
Honda,City,Petrol,13.4
Honda,Jazz,CNG,22.3
Mahindra,Thar,Electric,16.3
Hyundai,Creta,Diesel,10.7
Skoda,Superb,Electric,17.1
Hyundai,i20,Diesel,29.1
Volkswagen,Virtus,Electric,25.0
Kia,Sonet,CNG,20.4
Toyota,Fortuner,Electric,26.8
Kia,Seltos,CNG,16.8
Skoda,Superb,Petrol,25.3
Honda,Civic,Petrol,14.2
Maruti Suzuki,Swift,Electric,20.2
Honda,Civic,Electric,28.5
Volkswagen,Virtus,Petrol,28.0
Maruti Suzuki,Baleno,Electric,18.3
Toyota,Glanza,Petrol,21.4
Renault,Kiger,Petrol,26.0
Honda,WR-V,Diesel,29.5
Tata Motors,Altroz,Electric,18.5
Kia,Carnival,CNG,10.2
Renault,Triber,Electric,10.0
Mahindra,XUV300,Diesel,15.0
Mahindra,Scorpio,Electric,29.7
Volkswagen,Vento,CNG,23.1
Maruti Suzuki,Swift,Petrol,25.5
Renault,Duster,CNG,28.7
Kia,Sonet,Diesel,27.6
Hyundai,Creta,Petrol,19.1
Honda,Civic,Electric,27.7
Skoda,Octavia,Petrol,22.8
Toyota,Innova,Petrol,19.3
Renault,Triber,Electric,18.2
Renault,Kwid,Petrol,15.9
Renault,Kiger,Diesel,23.0
Renault,Kiger,Diesel,20.8
Toyota,Innova,Petrol,25.7
Mahindra,Thar,Diesel,21.9
Renault,Kwid,Petrol,22.9
Tata Motors,Punch,CNG,14.2
Maruti Suzuki,Swift,Electric,21.7
Volkswagen,Vento,CNG,21.7
Toyota,Glanza,CNG,19.3
Skoda,Superb,Petrol,13.3
Volkswagen,Polo,Electric,23.2
Skoda,Superb,Petrol,12.0
Tata Motors,Nexon,CNG,18.8
Renault,Duster,CNG,19.1
Mahindra,Bolero,Electric,13.7
Toyota,Glanza,CNG,23.2
Kia,Sonet,Electric,10.8
Kia,Sonet,CNG,27.2
Toyota,Fortuner,Petrol,29.9
Volkswagen,Taigun,Petrol,28.2
Honda,Civic,Electric,22.2
Tata Motors,Punch,Diesel,14.3
Skoda,Rapid,CNG,18.8
Skoda,Rapid,Electric,11.5
Honda,Amaze,CNG,25.9
Volkswagen,Polo,Petrol,12.6
Skoda,Kushaq,Petrol,26.9
Hyundai,Verna,Diesel,10.6
Kia,Carens,Electric,10.3
Hyundai,Venue,Petrol,20.0
Toyota,Urban Cruiser,CNG,16.2
Hyundai,Creta,Diesel,13.2
Volkswagen,Vento,Petrol,26.5
Renault,Duster,Diesel,11.0
Tata Motors,Punch,Diesel,15.6
Skoda,Octavia,CNG,28.3
Honda,WR-V,Petrol,21.8
Maruti Suzuki,WagonR,CNG,21.8
Volkswagen,Vento,CNG,28.1
Toyota,Urban Cruiser,Diesel,21.5
Honda,Jazz,Petrol,29.6
Maruti Suzuki,Swift,CNG,17.7
Renault,Lodgy,Diesel,13.9
Kia,Seltos,Petrol,18.7
Maruti Suzuki,Ertiga,Electric,29.1
Kia,EV6,Petrol,17.4
Hyundai,Venue,CNG,13.7
Volkswagen,Polo,Electric,23.2
Hyundai,Venue,Diesel,23.1
Volkswagen,Tiguan,Diesel,21.9
Hyundai,i20,CNG,15.1
Tata Motors,Tiago,Petrol,21.9
Mahindra,Thar,Diesel,18.4
Volkswagen,Tiguan,Electric,22.9
Skoda,Slavia,Diesel,14.8
Maruti Suzuki,WagonR,Electric,27.9
Toyota,Fortuner,Petrol,14.2
Maruti Suzuki,Baleno,Electric,28.7
Volkswagen,Virtus,CNG,19.5
Honda,Jazz,Diesel,29.2
Maruti Suzuki,Ertiga,Electric,14.7
Volkswagen,Taigun,Diesel,15.1
Mahindra,XUV300,Electric,20.6
Toyota,Urban Cruiser,Diesel,16.6
Mahindra,Bolero,Diesel,11.5
Mahindra,XUV700,Petrol,17.1
Skoda,Octavia,CNG,17.3
Kia,Carnival,Diesel,17.4
Skoda,Superb,Petrol,21.8
Volkswagen,Virtus,Diesel,11.6
Volkswagen,Vento,Diesel,10.2
Mahindra,Thar,Petrol,16.0
Tata Motors,Punch,CNG,16.0
Mahindra,Bolero,Petrol,25.2
Toyota,Urban Cruiser,Diesel,11.8
Skoda,Slavia,Petrol,11.2
Mahindra,Thar,Diesel,27.0
Hyundai,i20,Diesel,22.4
Skoda,Octavia,Electric,13.2
Renault,Lodgy,Petrol,19.3
Maruti Suzuki,Swift,Petrol,20.9
Skoda,Octavia,CNG,13.1
Skoda,Slavia,CNG,14.8
Renault,Kiger,Diesel,15.8
Kia,EV6,CNG,15.8
Toyota,Camry,Electric,12.4
Toyota,Glanza,Diesel,19.1
Hyundai,Creta,Diesel,12.6
Renault,Triber,Diesel,13.5
Toyota,Fortuner,Electric,21.1
Hyundai,i20,Petrol,25.3
Toyota,Fortuner,Petrol,24.1
Renault,Kwid,Electric,23.1
Kia,Carens,Electric,21.3
Renault,Lodgy,Electric,21.4
Mahindra,Thar,Petrol,29.1
Volkswagen,Tiguan,Petrol,27.7
Mahindra,Thar,Petrol,28.8
Tata Motors,Harrier,Petrol,23.9
Tata Motors,Harrier,Diesel,20.8
Kia,EV6,Diesel,24.9
Honda,City,Electric,26.5
Toyota,Glanza,Electric,27.4
Tata Motors,Altroz,CNG,17.7
Kia,Sonet,Electric,15.8
Maruti Suzuki,Ertiga,Electric,22.8
Kia,Carens,Electric,13.2
Toyota,Urban Cruiser,Petrol,22.2
Maruti Suzuki,Swift,Diesel,12.4
Toyota,Camry,Petrol,22.2
Mahindra,Thar,Diesel,19.7
Toyota,Urban Cruiser,Electric,24.5
Honda,Jazz,Electric,13.2
Renault,Triber,CNG,10.7
Renault,Triber,Diesel,25.8
Renault,Triber,Petrol,26.0
Hyundai,i10,Petrol,11.0
Toyota,Fortuner,Diesel,10.0
Skoda,Kushaq,CNG,29.7
Mahindra,Thar,Diesel,14.1
Honda,Jazz,Electric,14.0
Volkswagen,Tiguan,Petrol,18.7
Toyota,Camry,CNG,16.0
Maruti Suzuki,Ertiga,Electric,28.0
Toyota,Innova,CNG,20.7
Kia,Carnival,Diesel,24.8
Toyota,Camry,Petrol,28.7
Renault,Triber,Petrol,22.3
Skoda,Kushaq,CNG,22.8
Hyundai,Verna,Petrol,10.5
Volkswagen,Taigun,Diesel,10.7
Tata Motors,Punch,Petrol,26.9
Renault,Kiger,Petrol,21.1
Volkswagen,Taigun,CNG,26.9
Toyota,Urban Cruiser,Diesel,21.9
Skoda,Rapid,Diesel,19.6
Skoda,Kushaq,CNG,19.1
Tata Motors,Tiago,Petrol,22.9
Volkswagen,Tiguan,CNG,24.0
Maruti Suzuki,Dzire,Petrol,15.6
Maruti Suzuki,WagonR,CNG,15.7
Skoda,Kushaq,Electric,23.8
Skoda,Superb,CNG,20.0
Renault,Kwid,Petrol,18.7
Hyundai,Venue,Petrol,21.4
Skoda,Kushaq,CNG,29.7
Tata Motors,Altroz,Diesel,18.8
Renault,Kiger,CNG,16.1
Kia,Seltos,Electric,18.8
Volkswagen,Taigun,Diesel,10.6
Kia,Seltos,CNG,19.7
Toyota,Urban Cruiser,Petrol,15.7
Toyota,Glanza,Petrol,21.1
Hyundai,Creta,CNG,23.5
Hyundai,i20,Diesel,12.2
Mahindra,Bolero,Petrol,29.9
Mahindra,Scorpio,CNG,26.3
Honda,Amaze,CNG,20.3
Skoda,Slavia,CNG,10.1
Mahindra,Scorpio,Electric,12.1
Renault,Duster,Diesel,25.6
Tata Motors,Punch,Diesel,25.7
Volkswagen,Taigun,Petrol,25.9
Kia,Seltos,Electric,23.8
Maruti Suzuki,Baleno,Electric,11.6
Honda,Amaze,Electric,11.6
Volkswagen,Virtus,CNG,19.8
Skoda,Slavia,CNG,26.0
Skoda,Superb,CNG,24.6
Renault,Lodgy,Diesel,16.5
Mahindra,XUV300,Petrol,21.1
Volkswagen,Virtus,Petrol,14.9
Kia,EV6,Petrol,29.5
Renault,Kwid,Petrol,20.0
Maruti Suzuki,Ertiga,Electric,29.8
Tata Motors,Harrier,Petrol,11.9
Renault,Triber,Electric,23.3
Volkswagen,Taigun,Diesel,12.3
Honda,City,CNG,12.4
Renault,Duster,Petrol,16.0
Mahindra,Thar,Diesel,29.6
Volkswagen,Tiguan,Electric,26.5
Honda,Civic,Diesel,26.6
Volkswagen,Taigun,Diesel,25.7
Tata Motors,Punch,Diesel,24.0
Volkswagen,Vento,Petrol,25.8
Kia,EV6,Electric,17.6
Honda,Jazz,Petrol,21.4
Skoda,Slavia,Diesel,26.4
Kia,EV6,Diesel,12.5
Tata Motors,Tiago,CNG,26.4
Hyundai,i20,CNG,28.4
Kia,Carnival,CNG,17.0
Hyundai,i10,Petrol,18.6
Honda,Civic,Electric,14.6
Mahindra,Bolero,Diesel,23.6
Skoda,Kushaq,Electric,14.3
Mahindra,Bolero,Diesel,14.9
Volkswagen,Tiguan,CNG,27.2
Honda,WR-V,Diesel,26.3
Kia,Carnival,Diesel,25.8
Tata Motors,Punch,Petrol,16.9
Honda,City,Diesel,20.9
Tata Motors,Harrier,CNG,13.6
Toyota,Glanza,Diesel,20.1
Hyundai,i20,CNG,28.1
Hyundai,i20,Electric,12.2
Hyundai,Verna,CNG,12.7
Volkswagen,Polo,CNG,13.5
Skoda,Superb,Diesel,22.7
Mahindra,Bolero,Diesel,22.0
Kia,Seltos,Petrol,12.1
Honda,WR-V,CNG,29.7
Honda,Amaze,Diesel,23.4
Renault,Triber,CNG,24.0
Honda,Jazz,Electric,21.3
Kia,EV6,Electric,12.0
Volkswagen,Tiguan,Diesel,23.8
Maruti Suzuki,WagonR,Electric,17.6
Hyundai,Verna,CNG,18.2
Tata Motors,Harrier,CNG,21.6
